fds,Ticker,Name,Price-to-Earnings,Price-to-Book,Book-to-Market,Dividends,Div_per_share,Common shares,Ave_shares_diluted,MCAP,Total-_Equity,Book_value_per_share,Sectore
1,AGX,ARGAN INC,10.07,1.60,0.62,-11.68,0.75,15570719.00,15706000.00,645.63,399.51,25.67,Engineering & Construction
1,ANET,"Arista Networks, Inc.",65.17,8.76,0.11,,,75427300.00,80711500.00,18692.23,1945.88,26.22,Computer Hardware
1,PNW,ARIZONA PUBLIC SERVICE CO,19.53,1.80,0.55,-303.90,2.71,112079739.00,112506000.00,9159.48,5485.86,47.77,Utilities - Regulated
1,AFI,"Armstrong Flooring, Inc.",-32.71,0.75,1.35,0.00,0.00,25827609.00,25967741.00,449.98,556.80,21.47,Building Materials
1,AWI,ARMSTRONG WORLD INDUSTRIES INC,18.91,10.57,0.10,0.00,0.00,49566139.00,53075000.00,3578.22,330.90,6.35,Building Materials
1,ARTX,AROTECH CORP,12.47,1.00,1.00,,,26486152.00,26535369.00,,72.88,2.75,Industrial Products
1,ARQL,ARQULE INC,-27.88,4.72,0.22,0.00,0.00,108993547.00,110883963.00,,87.10,0.79,Biotechnology
1,ARRY,ARRAY BIOPHARMA INC,-23.90,14.64,0.07,0.00,0.00,213072082.00,207845250.00,2893.47,219.07,1.05,Biotechnology
1,ARRS,Arris Group Inc,14.22,2.02,0.49,0.00,0.00,146655682.00,3275500.00,3642.93,1790.85,11.93,Communication Equipment
1,ARW,Arrow Electronics Inc,11.68,1.22,0.83,0.00,0.00,87172144.00,88855750.00,6355.80,5302.04,59.77,Computer Hardware
1,ARTEC,"Artec Global Media, Inc.",,,,0.00,0.00,699217523.00,,,-3.80,-0.02,
1,ABG,ASBURY AUTOMOTIVE GROUP INC,8.08,2.86,0.36,0.00,0.00,19601597.00,20650000.00,1285.90,481.00,23.55,Autos
1,ASNA,"Ascena Retail Group, Inc.",-12.73,,,0.00,0.00,197400000.00,197450000.00,824.77,813.20,,Retail - Apparel & Specialty
1,ASCMA,"Ascent Capital Group, Inc.",-0.03,-0.06,-15.96,0.00,0.00,12430699.00,12315080.00,20.26,-174.57,-14.18,Consulting & Outsourcing
1,AHT,ASHFORD HOSPITALITY TRUST INC,,,,-98.35,1.02,101038430.00,96277250.00,,,,REITs
1,ASH,ASHLAND INC.,27.48,1.94,0.53,,,62060722.00,65250000.00,5143.59,2734.00,0.00,Chemicals
1,ASPN,ASPEN AEROGELS INC,-3.49,0.90,1.10,0.00,0.00,23970487.00,23653429.00,108.69,83.49,3.53,Building Materials
1,ASPU,"ASPEN GROUP, INC.",,3.13,0.29,0.00,0.00,18374425.00,16600701.00,98.42,28.97,1.74,Education
1,AHL,ASPEN INSURANCE HOLDINGS LTD,,,,,,59697669.00,58978036.00,2491.96,,,Insurance - Specialty
1,AZPN,Aspen Technology Inc,41.42,13.31,0.08,0.00,0.00,70769877.00,72557500.00,7702.33,473.12,6.60,Application Software
1,AIZ,ASSURANT INC,,,,-135.80,2.38,62053935.00,57258634.00,6794.82,,,Insurance
1,AGO,ASSURED GUARANTY LTD,9.35,0.69,1.55,-72.00,0.64,105667478.00,114350000.00,4578.27,6582.00,58.26,Insurance - Specialty
1,ATRO,ASTRONICS CORP,,2.69,1.50,0.00,0.00,7738288.00,31778500.00,265.33,369.45,11.83,Aerospace & Defense
1,ASTC,ASTROTECH Corp,-1.15,7.83,0.13,0.00,0.00,4095375.00,4064984.00,10.74,1.83,0.45,Aerospace & Defense
1,HOME,At Home Group Inc.,44.66,1.92,0.51,0.00,0.00,63570394.00,66080907.00,1822.11,679.77,10.92,Retail - Apparel & Specialty
1,T,AT&T INC.,5.87,1.03,0.86,-12783.00,1.97,7278000000.00,6517500000.00,247706.82,184971.00,28.31,Communication Services
1,ATHN,ATHENAHEALTH INC,42.43,4.55,0.22,0.00,0.00,40608362.00,41400000.00,5042.50,1067.90,26.47,Application Software
1,ATNX,"Athenex, Inc.",-6.29,4.91,0.19,0.00,0.00,66893883.00,62423759.00,,152.06,2.60,Biotechnology
1,ATKR,Atkore International Group Inc.,7.74,8.66,0.13,0.00,0.00,47079645.00,54089000.00,1165.19,122.06,2.36,Industrial Products
1,AAME,ATLANTIC AMERICAN CORP,39.77,0.48,2.09,-0.81,0.04,20199314.00,20345500.00,50.62,102.37,5.03,Insurance - Life
1,AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,4.77,0.73,1.37,0.00,0.00,25590293.00,26110250.00,,1851.79,72.72,Transportation & Logistics
1,ATO,Atmos Energy Corp,,2.27,0.44,-214.91,1.94,111352649.00,111012000.00,10524.03,4769.95,42.97,Utilities - Regulated
1,ATW,ATWOOD OCEANICS INC,-34.15,0.19,4.62,0.00,0.00,80458655.00,72077000.00,735.39,3399.82,47.16,Oil & Gas - Drilling
1,AUDH,AURORA DIAGNOSTICS HOLDINGS LLC,,,,0.00,,23549812.00,,,-235.95,,
1,ABTL,Autobytel Inc,-0.89,2.32,0.42,0.00,0.00,12948950.00,12570772.00,91.78,38.28,3.02,Online Media
1,ADSK,AUTODESK INC,-93.81,-85.94,-0.01,0.00,0.00,219008836.00,216050000.00,31963.94,-338.30,-1.56,Application Software
1,ALV,AUTOLIV INC,24.74,4.14,0.29,-213.00,2.05,87142872.00,104297250.00,7262.53,2053.40,19.60,Autos
1,ADP,AUTOMATIC DATA PROCESSING INC,36.02,13.19,0.08,-1112.60,2.53,437732499.00,442025000.00,66146.12,4678.80,10.65,Business Services
1,AN,"AUTONATION, INC.",7.74,1.34,0.75,0.00,0.00,89925190.00,91700000.00,3561.08,2618.00,28.70,Autos
1,AZO,AUTOZONE INC,14.79,-13.23,-0.08,0.00,0.00,25559353.00,27424000.00,20748.64,-1520.36,-56.37,Retail - Apparel & Specialty
1,AVGO,Avago Technologies,47.27,13.68,0.07,-408.00,1.55,276489575.00,281000000.00,67527.05,4714.00,17.86,Semiconductors
1,AWX,AVALON HOLDINGS CORP,,,,,,3803000.00,3840595.00,12.40,,,Waste Management
1,AVB,AVALONBAY COMMUNITIES INC,31.09,2.47,0.40,-798.12,5.79,138222567.00,138236869.00,24784.99,10403.48,75.45,REITs
1,AGR,"Avangrid, Inc.",39.26,1.01,0.99,-535.00,1.73,309005272.00,309816224.00,14544.88,15455.00,48.88,Utilities - Regulated
1,AVYA,Avaya Holdings Corp.,,,,,,109954972.00,,,1718.00,,
1,AVEO,AVEO PHARMACEUTICALS INC,,-6.18,,0.00,0.00,,195337050.00,,-60.39,-0.31,Biotechnology
1,AVY,Avery Dennison Corp,25.84,7.67,0.13,-170.30,1.94,86710248.00,89475000.00,9345.86,1047.10,11.93,Industrial Products
1,AVNW,"AVIAT NETWORKS, INC.",44.72,1.26,0.78,0.00,0.00,5424548.00,5659500.00,87.80,62.32,11.65,Communication Equipment
1,AVA,AVISTA CORP,,1.96,0.51,-96.81,1.48,65688000.00,65812500.00,3362.57,1750.35,26.73,Utilities - Regulated
1,AVP,AVON PRODUCTS INC,5.87,-2.77,-0.36,0.00,0.00,442360153.00,441425000.00,867.00,-317.00,-1.84,Consumer Packaged Goods
1,AWRE,AWARE INC /MA/,254.91,1.30,,0.00,0.00,,21580500.00,78.33,61.18,2.84,Application Software
1,AXTA,Axalta Coating Systems Ltd.,82.90,4.32,0.23,0.00,0.00,238715154.00,246050000.00,6758.26,1346.10,5.18,Chemicals
1,ACLS,AXCELIS TECHNOLOGIES INC,4.24,1.38,0.72,0.00,0.00,32412147.00,34223250.00,630.70,397.07,12.36,Semiconductors
1,AAXN,"AXON ENTERPRISE, INC.",95.53,5.30,0.18,0.00,0.00,58448574.00,56516000.00,3898.09,459.66,8.36,Aerospace & Defense
1,AXON,Axovant Sciences Ltd.,-1.20,10.17,0.09,,,122279348.00,111058501.00,249.04,19.88,0.18,Biotechnology
1,AXTI,AXT INC,14.73,1.05,0.94,0.00,0.00,39537821.00,40349750.00,291.20,194.72,4.82,Semiconductors
1,AZZ,AZZ INC,23.54,2.02,0.49,-17.68,0.68,26050242.00,26034750.00,1298.98,585.93,22.56,Industrial Products
1,BGS,"B&G Foods, Inc.",10.56,2.43,0.41,-124.13,1.87,65932909.00,66444089.00,1766.33,832.59,12.56,Consumer Packaged Goods
1,BMI,BADGER METER INC,61.50,4.95,0.20,-15.67,0.54,29112982.00,29172445.00,1500.51,295.23,10.19,Computer Hardware
1,BHGE,Baker Hughes a GE Co,79.05,0.29,1.30,-303.00,0.72,1099904000.00,418750000.00,36258.04,36563.00,32.87,Oil & Gas - Services
1,BHGE,BAKER HUGHES INC,,,1.25,-846.00,,1145286805.00,434000000.00,36523.20,36437.00,,Oil & Gas - Services
1,CK00015503,"BakerCorp International, Inc.",,,,0.00,,49565237.00,,,56.03,,
1,BCPC,BALCHEM CORP,27.39,4.01,0.25,-13.43,0.42,32247915.00,32410241.00,3403.47,685.20,21.39,Chemicals
1,BLL,BALL CORP,36.92,4.55,0.23,-140.00,0.40,339191207.00,353434000.00,15940.29,3745.00,10.47,Packaging & Containers
1,BAC,BANK OF AMERICA CORP /DE/,13.26,1.12,0.94,-11238.00,1.10,9814196864.00,10401261500.00,302344.32,262158.00,23.40,Banks
1,BK,Bank of New York Mellon Corp,11.52,,,-1191.00,1.18,988777495.00,1017530750.00,53151.46,,,Asset Management
1,OZRK,BANK OF THE OZARKS INC,15.04,1.61,0.57,-69.23,0.62,121577177.00,112375750.00,5013.84,2876.60,25.63,Banks
1,RATE,"Bankrate, Inc.",-56.13,1.84,0.54,0.00,0.00,89695515.00,88050196.00,1255.74,671.98,7.62,Online Media
1,BCR,BARD C R INC /NJ/,42.53,12.04,0.08,-76.80,1.05,72892372.00,93450000.00,24144.87,2017.90,27.50,Medical Instruments & Equipment
1,BNED,"Barnes & Noble Education, Inc.",-0.92,0.46,2.15,0.00,0.00,47560662.00,47226750.00,258.03,492.04,10.47,Retail - Apparel & Specialty
1,BKS,BARNES & NOBLE INC,,1.21,0.82,-44.23,0.61,73169887.00,72731000.00,,416.44,5.73,Retail - Apparel & Specialty
1,BBSI,BARRETT BUSINESS SERVICES INC,16.43,5.21,0.19,-7.33,1.00,7381099.00,7708500.00,473.39,99.93,13.65,Employment Services
1,BSET,BASSETT FURNITURE INDUSTRIES INC,18.96,1.12,0.90,-8.64,0.81,10638409.00,10737388.00,229.32,191.96,17.97,Manufacturing - Apparel & Furniture
1,BAX,BAXTER INTERNATIONAL INC,29.20,3.86,0.26,-361.00,0.67,532140998.00,550250000.00,39177.73,9113.00,16.99,Medical Instruments & Equipment
1,BV,Bazaarvoice Inc,-136.27,6.36,0.15,0.00,0.00,86066350.00,84338500.00,1261.73,194.47,2.31,Application Software
1,BBT,BB&T CORP,13.50,1.32,0.77,-1327.00,1.71,770619748.00,788560250.00,38200.04,30007.00,34.59,Banks
1,BBGI,BEASLEY BROADCAST GROUP INC,2.08,0.58,1.72,-5.31,0.19,27507231.00,27654338.00,180.45,273.93,9.95,Entertainment
1,BZH,BEAZER HOMES USA INC,,0.52,1.84,0.00,0.00,33522046.00,32141000.00,354.44,644.03,20.04,Homebuilding & Construction
1,BDX,BECTON DICKINSON & CO,390.83,2.98,0.32,-927.00,3.59,268257940.00,264621000.00,66989.89,20994.00,81.25,Medical Instruments & Equipment
1,BBBY,BED BATH & BEYOND INC,5.23,0.63,1.58,-85.04,0.62,138051459.00,137220000.00,1974.18,2902.41,21.22,Retail - Apparel & Specialty
1,BGNE,"BeiGene, Ltd.",,50.11,0.02,,,771063184.00,662118798.00,115036.12,1983.43,2.92,Biotechnology
1,BLCM,"BELLICUM PHARMACEUTICALS, INC",,1.50,0.58,0.00,0.00,43361159.00,37703354.00,,92.46,2.45,Biotechnology
1,BMS,BEMIS CO INC,39.39,3.69,0.27,-112.80,1.24,91016975.00,91300000.00,4226.75,1187.30,13.06,Packaging & Containers
1,BHE,BENCHMARK ELECTRONICS INC,-14.24,0.96,1.14,-14.24,0.30,43710356.00,47579000.00,1131.00,1201.68,25.06,Computer Hardware
1,BNCL,Beneficial Bancorp Inc.,,,,-35.74,0.50,74985517.00,71584854.00,,,,Banks
1,BRKA,BERKSHIRE HATHAWAY INC,10.44,1.71,0.71,0.00,0.00,1632025.00,,544014.33,379419.00,167199.51,Diversified Holdings
1,BERY,BERRY GLOBAL GROUP INC,13.07,4.52,0.22,0.00,0.00,131200000.00,135200000.00,6139.24,1434.00,10.89,Packaging & Containers
1,BBY,BEST BUY CO INC,14.53,5.27,0.19,-475.00,1.76,269101569.00,277550000.00,19597.92,3012.00,11.19,Retail - Apparel & Specialty
1,BGSF,"BG Staffing, Inc.",20.00,3.76,0.24,-10.04,1.09,10157877.00,9504109.00,252.02,62.85,6.82,Employment Services
1,BGCP,"BGC Partners, Inc.",29.04,1.41,0.62,-228.25,0.51,509876141.00,680521870.00,3804.46,1940.43,2.29,Brokers & Exchanges
1,BIG,BIG LOTS INC,7.64,1.98,0.50,-47.64,,40048581.00,39495250.00,1673.39,592.73,15.06,Retail - Defensive
1,BIO,BIO RAD LABORATORIES INC,5.88,1.56,0.64,0.00,0.00,29835050.00,30217250.00,8694.83,4900.48,164.40,Medical Diagnostics & Research
1,TECH,BIO-TECHNE Corp,46.33,5.33,0.19,-48.08,1.28,37765765.00,38332000.00,7117.99,1109.47,29.54,Biotechnology
1,BIIB,BIOGEN INC.,20.39,4.72,0.22,0.00,0.00,201482595.00,208275000.00,68909.57,13759.80,66.24,Biotechnology
1,BLFS,BIOLIFE SOLUTIONS INC,117.82,3.84,0.21,-0.41,0.03,18499767.00,19226369.00,259.35,43.93,2.91,Medical Instruments & Equipment
1,BMRN,BIOMARIN PHARMACEUTICAL INC,-132.17,5.54,0.18,0.00,0.00,178062106.00,176455500.00,17952.61,2914.95,16.52,Biotechnology
1,BMRA,BIOMERICA INC,-14.66,6.47,0.15,0.00,0.00,9033768.00,8674777.00,30.63,4.08,0.47,Medical Instruments & Equipment
1,BSTG,"Biostage, Inc.",4.89,-9.63,0.21,0.00,0.00,5668733.00,-11705500.00,16.99,3.51,-0.30,Biotechnology
1,BSPM,"Biostar Pharmaceuticals, Inc.",3.36,0.09,11.42,0.00,0.00,2637188.00,2617042.00,3.16,36.15,13.81,Drug Manufacturers
1,BJRI,BJs RESTAURANTS INC,18.58,3.79,0.26,-9.19,0.44,21292116.00,21382750.00,1420.67,312.27,15.01,Restaurants
1,BKH,BLACK HILLS POWER INC,,,0.26,0.00,,23416396.00,,1414.12,394.52,,Utilities - Regulated
1,BLKB,Blackbaud Inc,50.34,9.13,0.11,-23.25,0.49,48569024.00,48076431.00,4544.07,363.69,7.72,Application Software
1,BL,"BLACKLINE, INC.",-71.03,6.44,0.15,0.00,0.00,54644937.00,53477000.00,2578.06,322.43,6.03,Application Software
1,BRCK,BlackRock Global Horizons I L.P.,,,,,,252460039.00,,,112.07,,
1,BLK,"BlackRock, Inc.",11.56,1.99,0.51,-1874.00,11.65,157712287.00,162825797.00,75237.42,33073.00,201.46,Asset Management
1,BX,Blackstone Group L.P.,,1.51,0.68,0.00,0.00,662286997.00,673077876.00,24911.37,14706.98,10.32,Asset Management
1,BCOR,"BLUCORA, INC.",,2.07,0.47,0.00,0.00,47970272.00,49724000.00,1716.20,645.91,13.28,Asset Management
1,BRRE,BLUE RIDGE REAL ESTATE CO,-25.51,0.55,1.80,0.00,0.00,2450424.00,,15.81,28.49,11.63,
1,BLUE,"bluebird bio, Inc.",-11.40,,,0.00,0.00,54694411.00,50002750.00,,2000.79,,Biotechnology
1,BXC,BlueLinx Holdings Inc.,10.28,99.90,0.01,0.00,0.00,9293794.00,9270000.00,267.18,2.22,0.24,Building Materials
1,BPMC,Blueprint Medicines Corp,,,0.19,0.00,,43950375.00,,,489.30,,Biotechnology
1,BA,BOEING CO,21.37,-180.45,-0.01,-3818.00,6.51,567885369.00,588300000.00,222030.23,-1209.00,-2.20,Aerospace & Defense
1,BOFI,"BofI Holding, Inc.",13.78,2.16,0.46,-0.31,0.00,62831830.00,,2158.89,1000.25,15.83,Banks
1,WIFI,BOINGO WIRELESS INC,-391.16,9.29,0.11,0.00,0.00,42510830.00,1873824.00,1416.73,111.75,2.63,Communication Services
1,BOJA,"Bojangles', Inc.",,2.03,0.48,,,37548674.00,38264750.00,617.70,291.60,7.91,Restaurants
1,BOKF,BOK FINANCIAL CORP ET AL,15.72,1.66,0.60,-117.13,1.79,65439090.00,64868342.00,6301.36,3576.05,54.29,Banks
1,BONT,BON TON STORES INC,,,-587.13,0.00,,2951490.00,20196667.00,0.27,-155.96,,Retail - Apparel & Specialty
1,BOOT,"Boot Barn Holdings, Inc.",16.01,2.61,0.37,0.00,0.00,28329969.00,27908000.00,817.48,234.96,8.66,Retail - Apparel & Specialty
1,BAH,Booz Allen Hamilton Holding Corp,20.65,11.43,0.09,-107.21,0.75,142550779.00,147437947.00,7019.16,646.34,4.50,Business Services
1,BWA,BORGWARNER INC,12.81,1.70,0.59,-141.90,0.68,208272716.00,210206500.00,8709.77,4170.20,19.47,Autos
1,BXP,BOSTON PROPERTIES INC,36.76,2.36,0.42,-552.94,3.58,154440500.00,154622000.00,18486.63,8205.97,36.76,REITs
1,BSX,BOSTON SCIENTIFIC CORP,75.97,6.14,0.16,0.00,0.00,1383800781.00,1398700000.00,52225.83,8289.00,6.01,Medical Devices
1,BWLA,BOWL AMERICA INC,19.63,3.29,0.30,-3.51,0.68,5160971.00,5160971.00,72.25,24.02,4.65,Entertainment
1,BOX,BOX INC,-18.20,104.71,0.01,0.00,0.00,143405095.00,139579750.00,2958.24,25.65,0.18,Application Software
1,BRC,BRADY CORP,22.21,2.75,0.38,-43.33,0.84,48937041.00,52667750.00,2048.15,772.94,14.90,Consulting & Outsourcing
1,BBRG,"Bravo Brio Restaurant Group, Inc.",-4.00,-1.91,-0.52,0.00,0.00,15295015.00,15197500.00,61.94,-32.27,-2.12,Restaurants
1,BRID,BRIDGFORD FOODS CORP,25.93,3.19,0.39,0.00,0.00,9076832.00,,154.31,60.49,5.33,Consumer Packaged Goods
1,BGG,BRIGGS & STRATTON CORP,-14.88,1.07,0.93,-23.95,0.57,42388681.00,42006250.00,797.31,519.34,12.36,Industrial Products
1,BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,42.08,8.78,0.11,0.00,0.00,58069290.00,59194359.00,6659.77,780.21,13.46,Personal Services
1,BMTM,"Bright Mountain Media, Inc.",,,,,,57288864.00,48587467.00,,,,
1,BHF,"Brighthouse Financial, Inc.",50.03,0.35,2.87,0.00,0.00,118601232.00,,5517.95,12949.00,107.60,Insurance - Life
1,BCO,BRINKS CO,-29.20,14.35,0.07,-30.50,0.60,50616323.00,51300000.00,3391.29,244.80,4.38,Consulting & Outsourcing
1,BMY,BRISTOL MYERS SQUIBB CO,57.82,6.02,0.17,-2599.00,1.59,1632198774.00,1638250000.00,102645.06,13750.00,8.35,Drug Manufacturers
1,BRS,Bristow Group Inc,-0.84,0.24,4.05,0.00,0.00,35798185.00,35494931.00,428.51,975.18,27.27,Oil & Gas - Services
1,BRX,Brixmor Property Group Inc.,13.66,1.70,0.59,0.00,0.00,299806785.00,303919250.00,5005.72,2874.26,9.47,REITs
1,BRK,"BRK, Inc.",6.33,-4.20,-0.20,,,60295105.00,61431346.00,4.82,-0.97,-0.02,
1,BFLD,BROADCAST LIVE DIGITAL CORP.,,0.00,0.00,,,437503920.00,437556202.00,0.00,-0.16,0.00,
1,BRCM,BROADCOM CORP,23.27,3.29,0.30,,,609000000.00,617000000.00,33294.03,9989.00,16.60,Semiconductors
1,AVGO,Broadcom Inc.,,,0.31,,,413446755.00,,105429.42,27452.00,,Semiconductors
1,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",25.42,9.36,0.11,-170.40,1.46,116750513.00,120375000.00,14559.26,1234.00,10.57,Business Services
1,BVSN,BROADVISION INC,-1.02,2.90,0.34,0.00,0.00,4999154.00,4995250.00,9.99,2.96,0.59,Application Software
1,BRCD,BROCADE COMMUNICATIONS SYSTEMS INC,170.09,2.05,0.48,-89.50,0.22,413816134.00,408901250.00,5267.88,2526.80,6.21,Computer Hardware
1,BKD,Brookdale Senior Living Inc.,,1.69,0.59,,,187742979.00,187142500.00,1692.65,889.85,4.76,Health Care Providers
1,BRKS,BROOKS AUTOMATION INC,18.36,2.98,0.33,-28.29,0.40,71776483.00,70937000.00,2327.82,717.83,10.18,Semiconductors
1,BRO,BROWN & BROWN INC,23.16,3.61,0.37,-83.27,0.22,279210227.00,380041500.00,8146.37,2939.41,7.88,Brokers & Exchanges
1,BFB,BROWN FORMAN CORP,39.54,19.73,0.09,-785.00,1.49,307948847.00,532976000.00,17437.26,1497.00,2.83,Beverages - Alcoholic
1,BC,BRUNSWICK CORP,44.10,3.04,0.33,-66.20,0.75,86740007.00,88450000.00,5446.19,1558.10,17.72,Travel & Leisure
1,BSQR,BSQUARE CORP /WA,-2.14,1.12,0.89,0.00,0.00,12747225.00,12608750.00,26.95,23.86,1.88,Application Software
1,BPL,"BUCKEYE PARTNERS, L.P.",,,0.85,0.00,,146643955.00,,5320.41,3860.06,,Oil & Gas - Midstream
1,BKE,BUCKLE INC,9.33,2.18,0.45,-133.96,2.77,49017975.00,48562750.00,1055.94,412.85,8.54,Retail - Apparel & Specialty
1,BABL,Buildablock Corp.,,,0.00,,,23937979.00,,0.00,1.28,,
1,BG,Bunge LTD,36.75,1.26,0.79,-299.00,2.12,141088072.00,141594571.00,9723.99,6925.00,39.69,Consumer Packaged Goods
1,BURL,"Burlington Stores, Inc.",23.04,56.12,0.02,0.00,0.00,67407897.00,68918000.00,10290.68,193.38,2.89,Retail - Defensive
1,CHRW,C. H. Robinson Worldwide,19.67,8.22,0.12,-260.62,1.87,137504393.00,140805250.00,13544.11,1566.60,11.24,Transportation & Logistics
1,CA,"CA, INC.",44.98,2.33,0.43,-427.00,1.03,418222273.00,415500000.00,18356.15,7902.00,19.09,Application Software
1,COG,Cabot Oil & Gas,48.88,5.55,0.19,-104.32,0.23,431179872.00,455182500.00,10742.67,2094.15,4.62,Oil & Gas - E&P
1,CACI,CACI INTERNATIONAL INC /DE/,11.62,1.79,0.55,0.00,0.00,24848906.00,25300250.00,4569.52,2190.06,88.74,Application Software
1,CDNS,CADENCE DESIGN SYSTEMS INC,54.21,9.78,,0.00,0.00,,281598750.00,11711.08,1257.42,4.60,Application Software
1,CALM,CAL-MAINE FOODS INC,15.62,,,,,48631000.00,48514500.00,,,,Consumer Packaged Goods
1,CLBS,"CALADRIUS BIOSCIENCES, INC.",,1.15,0.84,,,9841983.00,9592265.00,,40.81,4.28,Biotechnology
1,CAMP,CalAmp Corp.,50.59,3.54,0.29,0.00,0.00,34760955.00,36403250.00,733.11,209.74,5.95,Communication Equipment
1,CMND,CALEMINDER INC,-499.39,-220.11,0.00,,,10000000.00,10000000.00,11.90,-0.05,-0.01,
1,CAL,CALERES INC,13.90,1.64,0.60,-12.05,0.29,42877545.00,42054250.00,1461.02,767.09,18.27,Manufacturing - Apparel & Furniture
1,ELY,CALLAWAY GOLF CO,16.09,2.41,0.42,-3.79,0.04,94502035.00,97128000.00,2192.46,759.76,7.94,Travel & Leisure
1,CALD,CALLIDUS SOFTWARE INC,-115.91,9.59,0.10,0.00,0.00,66460419.00,65272000.00,2392.58,244.96,3.75,Application Software
1,CPE,CALLON PETROLEUM CO,11.82,,,,,227581223.00,211165750.00,2556.80,,,Oil & Gas - E&P
1,CPN,CALPINE CORP,,,0.57,0.00,,360543323.00,355245000.00,5498.29,3112.00,,Utilities - Independent Power Producers
1,ABCD,"CAMBIUM LEARNING GROUP, INC.",15.78,-3389.40,0.00,0.00,0.00,47300262.00,48221250.00,543.93,-0.20,0.00,Education
1,CBM,CAMBREX CORP,14.83,2.96,0.42,0.00,0.00,33560061.00,42046372.00,2103.47,659.28,15.99,Biotechnology
1,CPT,Camden Property Trust,43.36,2.57,0.40,-295.96,3.11,93135222.00,95509000.00,8541.74,3474.80,35.11,REITs
1,CPB,CAMPBELL SOUP CO,64.93,8.26,0.12,-422.00,1.40,301029024.00,302000000.00,11499.70,1415.00,4.67,Consumer Packaged Goods
1,CWH,"Camping World Holdings, Inc.",,,,,,,59222500.00,1814.82,,,Autos
1,CP,CANADIAN PACIFIC RAILWAY LTD/CN,12.59,4.18,0.24,-336.00,2.34,142601634.00,144125000.00,31230.37,7128.00,49.61,Transportation & Logistics
1,CNC,CANANDAIGUA NATIONAL CORP,25.55,3.57,0.28,-6.28,1.66,3774508.00,3855168.00,543.42,153.08,39.91,Health Care Plans
1,MJTK,CANNASYS INC,0.00,,0.00,0.00,0.00,2538251030.00,1326495811.00,0.00,-0.58,,
1,CMD,CANTEL MEDICAL CORP,,5.11,0.20,-7.09,,41721213.00,41664475.00,3720.06,622.36,14.96,Medical Instruments & Equipment
1,COF,Capital One Financial,12.52,0.86,1.18,-1044.00,2.16,473656501.00,487375000.00,46134.53,50638.00,104.67,Credit Services
1,CSU,CAPITAL SENIOR LIVING CORP,-6.98,3.94,0.24,0.00,0.00,31275825.00,29717750.00,274.04,59.73,2.01,Health Care Providers
1,CPST,CAPSTONE TURBINE Corp,-3.77,1.74,0.52,0.00,0.00,68415345.00,62044500.00,66.76,24.97,0.40,Industrial Products
1,CRR,CARBO CERAMICS INC,-1.87,0.37,2.61,0.00,0.00,27723920.00,26896678.00,198.75,357.19,13.28,Oil & Gas - Services
1,CAH,CARDINAL HEALTH INC,22.57,2.81,0.37,-581.00,1.87,297941326.00,312000000.00,16913.69,5913.00,19.06,Medical Distribution
1,CSII,Cardiovascular Systems Inc,1209.95,7.23,0.13,0.00,0.00,34701346.00,33728348.00,1269.86,133.98,4.03,Medical Devices
1,CDNA,"CareDx, Inc.",,19.60,0.04,,,38901745.00,32612387.00,879.21,44.39,1.36,Medical Diagnostics & Research
1,CARG,"CarGurus, Inc.",82.64,23.54,0.04,0.00,0.00,109963153.00,110917975.00,5244.74,170.43,1.62,Online Media
1,CSL,Carlisle Companies Inc,9.75,2.30,0.45,-92.80,1.52,59544520.00,61486750.00,7001.14,2705.70,44.37,Autos
1,KMX,CARMAX INC,17.12,3.59,0.29,0.00,0.00,174621243.00,180986750.00,12541.34,3482.12,19.43,Autos
1,CCL,CARNIVAL CORP,12.70,1.65,0.82,-1293.00,1.81,526850769.00,715250000.00,32415.05,24654.00,34.58,Travel & Leisure
1,CRZO,CARRIZO OIL & GAS INC,14.12,1.54,0.59,-19.33,0.23,91625532.00,84702750.00,1952.38,894.97,8.69,Oil & Gas - E&P
1,TAST,"CARROLS RESTAURANT GROUP, INC.",30.83,2.07,0.47,0.00,0.00,36538903.00,47630535.00,519.95,181.86,5.10,Restaurants
1,CARS,Cars.com Inc.,9.65,1.07,0.97,0.00,0.00,68568102.00,71308000.00,1966.80,1634.84,23.00,Autos
1,CVNA,CARVANA CO.,,3.38,0.05,,,140073394.00,24168500.00,7467.31,306.77,3.50,Retail - Apparel & Specialty
1,CASY,CASEYS GENERAL STORES INC,14.41,3.71,0.27,-39.74,1.07,36605506.00,37374943.00,4522.23,1357.08,36.60,Retail - Defensive
1,CASS,CASS INFORMATION SYSTEMS INC,,3.02,0.28,-12.29,0.98,12289377.00,12714109.00,802.46,229.34,18.32,Business Services
1,CAGU,CASTLE GROUP INC,12.76,1.45,0.69,0.00,0.00,10056392.00,10056392.00,7.04,2.77,0.17,Real Estate Services
1,CSLT,"CASTLIGHT HEALTH, INC.",-8.38,1.99,0.50,0.00,0.00,137760176.00,136154500.00,349.91,192.66,1.41,Application Software
1,CATS,"CATASYS, INC.",-11.92,-23.88,-0.04,0.00,0.00,16135956.00,,169.32,-7.71,-0.48,Health Care Providers
1,CAT,CATERPILLAR INC,19.17,4.59,0.22,-1908.00,3.20,590106711.00,604975000.00,91688.72,15890.00,26.61,Farm & Construction Machinery
